ID,Título,Fecha,Contenido,Imagen,Fuente,Contenido Completo,Categoria,Fecha de Scraping
11,Moquegua: Juzgado de Familia dispuso internamiento de 6 adolescentes por delitos graves como robo agravado,2024-09-12 14:01:10,Ilo. Seis adolescentes fueron internados en lo que va del 2024 en Ilo por delitos graves como robo agravado y violación sexual. La medida se tomó tras investigaciones  ...,https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/Tacna-8-A-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/moquegua-juzgado-de-familia-dispuso-internamiento-de-6-adolescentes-por-delitos-graves-como-robo-agravado/,"Moquegua: Juzgado de Familia dispuso internamiento de 6 menores por delitos graves como robo agravado
 








Ilo. Seis adolescentes fueron internados en lo que va del 2024 en Ilo por delitos graves como robo agravado y violación sexual. La medida se tomó tras investigaciones y audiencias con el Juzgado de Familia y la Fiscalía de Civil y de Familia. Además, un menor aceptó la responsabilidad y fue integrado al programa juvenil restaurativo.


Luego de un extraordinario y delicado trabajo con el Juzgado de Familia de Ilo, el despacho de la Fiscalía de Civil y de Familia de Ilo a cargo de Luzarmenia Salazar Berroa, logró que se declare el internamiento de seis adolescentes infractores a la ley penal por robo agravado, lesiones graves, microcomercialización de drogas, violación sexual y otros delitos en lo que va del año 2024.


En el último caso judicializado de menores de edad que infringen la ley, el juzgado dispuso el internamiento preventivo de un menor (17), por el plazo de tres meses por la infracción a la ley penal contra la libertad sexual de menor de seis años ante solicitud de doce meses de internamiento preventivo y cinco años de medida socioeducativa solicitada por la representante del Ministerio Público. En el mencionado caso los hechos se suscitaron en un aula de una institución educativa del puerto de Ilo, donde pidió con engaños a una menor de 6 añitos que cerrara los ojos para darle un bizcocho, momento que aprovecho para cometer el hecho infractor.


Al existir suficientes elementos probatorios que vinculan al menor como autor de la comisión del acto infractor la jueza de Familia dispuso su internamiento preventivo en el Centro Juvenil Alfonso Ugarte de Arequipa por tres meses mientras finaliza la etapa probatoria.


Asimismo, consideró que existe peligro procesal por cuanto el adolescente apoya en la institución educativa donde su tía es promotora, estando en peligro muchas menores que asisten a dicho centro educativo. 


Finalmente, otro menor infractor se acogió a una remisión (abstención de la acción penal) aceptando su responsabilidad y el pago de una reparación civil siendo integrado al programa juvenil restaurativo para su reorientación y reinserción.",MOQUEGUA,2024-09-13 08:01:11
21,Juliaca: Madre busca desesperadamente a menor de 14 años,2024-09-12 21:01:16,"Juana Eva Condori, vive momentos de angustia desde el pasado 7 de septiembre, fecha en que su hijo, Jhon Clever Gil Condori de 14 años, desapareció misteriosamente de  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-7.32.36-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/juliaca-madre-busca-desesperadamente-a-menor-de-14-anos/,"Buscan a menor.
 








Juana Eva Condori, vive momentos de angustia desde el pasado 7 de septiembre, fecha en que su hijo, Jhon Clever Gil Condori de 14 años, desapareció misteriosamente de su hogar en la urbanización San Juan de Miraflores, Juliaca.


Jhon, estudiante del segundo grado de secundaria en el colegio Franciscano San Román, fue visto por última vez ese sábado a las 10:00 a.m. cuando su madre salió a una reunión vecinal. El menor se quedó limpiando su habitación.


Al regresar, el adolescente ya no se encontraba en su domicilio. Desde entonces, la familia y amigos organizan vigilias nocturnas y piden la colaboración de la población para encontrarlo. Ya son seis días de búsqueda y angustia.


Asimismo, su madre manifestó su temor ante la prolongada ausencia de su hijo, y señaló que su celular se encuentra apagado, aunque su perfil en redes sociales muestra actividad sin dar respuesta.


Las autoridades fueron alertadas por la desaparición e iniciaron las investigaciones correspondientes. Cualquier persona que tenga información sobre el paradero de Jhon Clever puede comunicarse con su madre al número 903333911.",PUNO,2024-09-13 08:01:17
22,Puno: Dictan charlas para promover la convivencia escolar sin violencia,2024-09-12 20:01:17,La Instancia Provincial de Concertación para la Prevención de la Violencia contra las Mujeres y los Integrantes del Grupo Familiar acudió a la Institución Educativa Inicial N°276 de  ...,https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-6.50.30-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/puno-dictan-charlas-para-promover-la-convivencia-escolar-sin-violencia/,"Charlas para prevenir la violencia.
 








La Instancia Provincial de Concertación para la Prevención de la Violencia contra las Mujeres y los Integrantes del Grupo Familiar acudió a la Institución Educativa Inicial N°276 de Puno para llevar a cabo una charla de sensibilización enfocada en promover la convivencia escolar sin violencia.


El titular de la Subgerencia de la Mujer, Niño, Adolescente y Adulto Mayor, Jenner Nicolás Arosquipa Quispe, quien es también secretario técnico de la Instancia Provincial de Puno, informó que la Iglesia Maranata, como miembro de la Instancia, impulsó esta actividad orientada a concientizar sobre la prevención de la violencia en los espacios educativos.",PUNO,2024-09-13 08:01:17
23,Pronabi entregó a municipio se Puno inmueble incautado por lavado de activos,2024-09-12 18:01:17,"El alcalde de la Municipalidad Provincial de Puno, Javier Ponce Roque, recibió un inmueble ubicado en el Jr. Panamá 557-559, barrio Villa Florida de la ciudad de Puno,  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-5.03.34-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/pronabi-entrego-a-municipio-se-puno-inmueble-incautado-por-lavado-de-activos/,"Pronabi entrega inmueble incautado.
 








El alcalde de la Municipalidad Provincial de Puno, Javier Ponce Roque, recibió un inmueble ubicado en el Jr. Panamá 557-559, barrio Villa Florida de la ciudad de Puno, cedido por el Ministerio Público a través del Programa Nacional de Bienes Incautados (PRONABI), organismo adscrito al Ministerio de Justicia y Derechos Humanos (MINJUSDH).


Durante la entrega, la autoridad edil señaló: «Una vez que se culminen los trabajos de infraestructura y limpieza del inmueble, este espacio será destinado a la ampliación del Archivo Municipal». Este proyecto es de suma importancia, ya que permitirá no solo mejorar la conservación de la memoria histórica de la localidad, sino también optimizar el acceso a la información pública y garantizar una gestión municipal más eficiente. La ampliación del archivo facilitará la transparencia en los procesos administrativos y permitirá contar con un sistema documental más organizado y accesible, en beneficio tanto de la gestión municipal como de los ciudadanos.


Entre los principales beneficios de este proyecto destacan la mejora en la capacidad de almacenamiento de documentos oficiales, el cumplimiento de normativas de conservación, y el apoyo a la investigación histórica y la planificación urbana. El archivo ampliado también será un recurso clave para la toma de decisiones más fundamentadas por parte de las autoridades locales.


En la ceremonia de entrega del inmueble participaron, además, el administrador del Ministerio Público, Juan Vidal Tonconi Mamani; la regidora Lic. María V. Rodríguez Espezua, el gerente Municipal, Dr. Ricardo Álvarez Gonzales; el asesor de alcaldía, Dr. Mauricio Rodríguez Rodríguez, el asesor técnico de la municipalidad, Arq. Hugo Zea, el Sub Gerente de Estudios Definitivos, Ing. Marco Churacutipa, el Sub Gerente de Formulación y Evaluación de Proyectos, Ing. Pedro Erasmo Ramos Cutimbo y la gerente de Planificación y Presupuesto, Lic. Marleny Hancco Mamani,",PUNO,2024-09-13 08:01:18
24,Puno: Jefes de la Municipalidad Provincial de Carabaya ‘en la mira’ de la Contraloría,2024-09-12 14:01:18,"Carabaya. En una nueva intervención la Contraloría General de la República detectó que la jefa de la oficina de Recursos Humanos de la Municipalidad Provincial de Carabaya, Denise  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/Puno-12-A-Jefes-de-Macusani-en-la-mira-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/puno-jefes-de-la-municipalidad-provincial-de-carabaya-en-la-mira-de-la-contraloria/,"Puno: Jefes de la Municipalidad Provincial de Carabaya 'en la mira' de la Contraloría 
 








Carabaya. En una nueva intervención la Contraloría General de la República detectó que la jefa de la oficina de Recursos Humanos de la Municipalidad Provincial de Carabaya, Denise Rossana Luna Ramos, habría sido designada indebidamente con un certificado de trabajo que habría sido falsificado, con documentación firmada coincidentemente por el exalcalde de Ituata y actual gerente municipal, Bari Leoncio Huamán Condori.


En el Informe de Acción N° 015-2024, del 4 de septiembre, se sustentan documentos presentados por Rossana Luna, en los cuales se indica que ejerció el cargo de jefa de Personal durante el año 2014. Sin embargo, al revisar los informes mensuales para el pago de Personal del municipio en ese año, se constató que quien firmaba dichos informes era otra persona.


Además, tras realizar una búsqueda de los contratos por locación de servicios junto a sus pagos por planillas a nombre de la abogada Denise Rossana Luna, se verificó que los supuestos documentos no existen.


Asimismo, el informe de la Contraloría también responsabiliza al gerente municipal de Carabaya, quien sería el cómplice de Rossana Luna al haber emitido documentación indebidamente.


Anteriormente, dirigentes de la Central Única de Barrios de Macusani interpusieron una denuncia el 31 de mayo, la cual recién habría dado su resultado. Este hecho también fue denunciado públicamente en la “I Audiencia Pública de Rendición de Cuentas del año 2023”.",PUNO,2024-09-13 08:01:19
25,Yonhy Lescano postulará en 2026 y descarta alianza con Paulino Machaca,2024-09-12 13:01:19,"El excongresista Yonhy Lescano, confirmó su participación en las elecciones de 2026, con su partido político Verdad y Honradez, que prácticamente ya ha sido inscrito ante el Jurado  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/d58dcc41-376d-482b-84c5-c1314f618733-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/yonhy-lescano-postulara-en-2026-y-descarta-alianza-con-paulino-machaca/,"Yonhy Lescano postulará en 2026 y descarta alianza con Paulino Machaca
 








El excongresista Yonhy Lescano, confirmó su participación en las elecciones de 2026, con su partido político Verdad y Honradez, que prácticamente ya ha sido inscrito ante el Jurado Nacional de Elecciones (JNE), ente que debe formalizar dicha inscripción. Todavía no tiene cuadros políticos y negó un acercamiento con el rector de la UNA Puno, Paulino Machaca.


Hace algunas semanas se voceaba una eventual alianza entre el rector de la Universidad Nacional del Altiplano (UNA) de Puno, Paulino Machaca Ari, y Lescano; sin embargo, este aclaró que la única conversación que tuvieron, quedó en nada.


«Nosotros somos claros y contundentes en las cosas que tenemos que hacer; si no hay claridad, muchas gracias, hemos hablado, hasta luego y buena suerte», precisó.


Aclaró que no tiene aliados de ningún tipo y en ninguna región, recién se conformarán los diferentes cuadros, aunque reconoció que ha conversado con varios personajes, pero se llevó una decepción.


«Me ha parecido, francamente, que no deberían de meterse en política, porque no van a hacer política, están yendo a hacer otra cosa. A varios los he escuchado y me da pena. Así no se hace política», añadió.",PUNO,2024-09-13 08:01:19
26,Puno: Un árbol de eucalipto cayó sobre un leñador en Calata Grande,2024-09-12 12:01:19,"Yunguyo. El último martes, una tragedia se desató en la comunidad de Calata Grande (Parquipujio, Bolivia), cuando un árbol de eucalipto cayó sobre un leñador, causando su muerte.  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/Puno-11-A-Lenador-es-aplastado-por-arbol-de-ecualipto-3-331x219.png,https://diariosinfronteras.com.pe/2024/09/12/puno-un-arbol-de-eucalipto-cayo-sobre-un-lenador-en-calata-grande/,"Puno: Un árbol de eucalipto cayó sobre un leñador en Calata Grande
 








Yunguyo. El último martes, una tragedia se desató en la comunidad de Calata Grande (Parquipujio, Bolivia), cuando un árbol de eucalipto cayó sobre un leñador, causando su muerte.


El accidente ocurrió alrededor de las 9:30 de la mañana mientras un grupo de cinco personas de Ollaraya, Yunguyo, se encontraba talando el árbol para obtener leña.


Yoni Taquila Quispe (41), natural del centro poblado de Vilurcuni, Ollaraya, estaba trabajando junto a sus compañeros cuando, del árbol comenzó a caer y  una rama de la parte superior impactó a Yoni, y dejándolo gravemente herido. Según el testimonio de su compañero Roberth, la falta de medidas de seguridad contribuyó al trágico accidente. A pesar de los esfuerzos de sus compañeros para brindarle auxilio y trasladarlo al hospital de Yunguyo, Yoni llegó al centro hospitalario sin signos vitales y fue declarado muerto.


Después de informar a las autoridades, los compañeros y familiares del fallecido trasladaron el cuerpo de Yoni a su localidad natal, para darle el último adiós.


Cabe resaltar que el sector Calata Grande es una comunidad boliviana que se encuentra ubicada cerca de la frontera Hito 2.",PUNO,2024-09-13 08:01:20
27,Puno: Familia lo perdió todo en incendio de su vivienda,2024-09-12 11:59:50,"Juliaca. Un verdadero drama viene atravesando la familia Apaza Centeno, luego del incendio ocurrido el pasado martes en su vivienda de la quinta cuadra del jirón Piérola; ellos  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/Puno-10-A-incendio1-331x219.png,https://diariosinfronteras.com.pe/2024/09/12/puno-familia-lo-perdio-todo-en-incendio-de-su-vivienda/,"Puno: Familia lo perdió todo en incendio de su vivienda
 








Juliaca. Un verdadero drama viene atravesando la familia Apaza Centeno, luego del incendio ocurrido el pasado martes en su vivienda de la quinta cuadra del jirón Piérola; ellos lo han perdido todo, su empresa dedicada a la venta de insumos para la elaboración de muebles ha quedado en ruinas, los daños se calculan en cientos de miles de soles.


Lidia Apaza Centeno, propietaria del inmueble, relata que se percató del incendio alrededor de las 9:50 de la mañana e intentó sofocar las llamas de inmediato, pero ya era demasiado tarde, ella asegura que el fuego vino desde arriba, donde se encuentra colindante un conocido colegio de la localidad calcetera.


La desesperada mujer, junto a sus hijos, apenas logró salir del inmueble para ponerse a salvo, mientras veía cómo el fuego consumía todo lo que se encontraba en el almacén, fruto de años de esfuerzo y sacrificio. Televisores, computadoras, camas, microondas, lavadoras y cocinas, todo terminó completamente inservible tras el dantesco incendio.


Según la agraviada, descartó que el fuego haya iniciado por una máquina soldadora. “Es mentira, ni por una máquina ni por el gas, solo vimos que el fuego se inició arriba, calculo las pérdidas en 800 mil soles”, señaló entre lágrimas la propietaria.


Este sábado se estará llevando a cabo una pollada con el objetivo de recaudar fondos para cubrir sus deudas; asimismo, cualquier apoyo pueden hacerlo llegar al yape del celular 983 53 40 22.",POLICIALES,2024-09-13 07:59:50
28,Puno: Ebrios hacen fogatas y atemorizan a vecinos de la avenida Simón Bolívar,2024-09-12 11:59:50,Tras las continuas denuncias de los vecinos en las cercanías de la esquina del jirón Los Incas y la avenida Simón Bolívar donde los grupos de ebrios atemorizan  ...,https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/Puno-9-abridoraaaaaaaa-2-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/puno-ebrios-hacen-fogatas-y-atemorizan-a-vecinos-de-la-avenida-simon-bolivar/,"Puno: Ebrios hacen fogatas y atemorizan a vecinos de la avenida Simón Bolívar
 








Tras las continuas denuncias de los vecinos en las cercanías de la esquina del jirón Los Incas y la avenida Simón Bolívar donde los grupos de ebrios atemorizan a los transeúntes, ahora se suma que en horas de la noche y la madrugada gente de mal vivir y viciosos hacen fogatas y liban en plena vía pública.


INTERVINIERON


Los vecinos de la zona llamaron a la Policía y Serenazgo acerca de la presencia de varios sujetos que se embriagaban y además habían encendido una fogata en el medio del jirón Los Incas causando daños al ornato de la zona, según señalaron el lugar ya se había convertido en intransitable ya que atemorizaban a los pocos transeúntes que pasan a esas horas y además protagonizaban un bullicioso escándalo. Al lugar acudieron agentes de Serenazgo que de inmediato apagaron el fuego y conminaron a los ebrios a desalojar el lugar, aunque al inicio pusieron resistencia, finalmente fueron desalojados. 


«Todos los días están atemorizando al vecindario, luego ingieren alcohol en la calle y nadie los desaloja, tememos por nuestras hijas», indicó uno de los vecinos.


Puno: Ebrios hacen fogatas y atemorizan a vecinos de la avenida Simón Bolívar",POLICIALES,2024-09-13 07:59:51
31,Tacna: Ampliarán servicio de emergencia en hospital Daniel Alcides Carrión,2024-09-12 23:59:13,"Con la finalidad de mejorar la atención a miles de asegurados del servicio de Essalud en Tacna, este miércoles el gerente de la Red Asistencial Tacna, Luis Barrientos  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/5-A-3-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/tacna-ampliaran-servicio-de-emergencia-en-hospital-daniel-alcides-carrion/,"Luis Barrientos informó de elaboración de expediente.
 








Con la finalidad de mejorar la atención a miles de asegurados del servicio de Essalud en Tacna, este miércoles el gerente de la Red Asistencial Tacna, Luis Barrientos Morales, dijo que están a la espera de que se concrete la elaboración del expediente técnico que permitiría la ampliación del hospital Daniel Alcides Carrión de Calana.


Agregó que el proyecto también contemplaría la contratación de más especialistas y la implementación con equipos, por lo que esperan la conformación de un comité en Lima para que se pueda concretar la elaboración del expediente técnico, que ya se encuentra bastante avanzado.


Indicó que pese a que se ha separado la atención pediátrica del área de emergencia general, el espacio aún es insuficiente, es por ello que se trabaja en la ampliación del servicio de emergencia de la sede de Calana, que tendría una inversión de cerca de los 400 mil soles, y que se espera sea ejecutado el último trimestre o el próximo año, que contemplaría la ampliación del número de camas de observación, ya que actualmente cuentan solo con 12 y esperan duplicar la capacidad a 24 para ofrecer una mejor atención y confort a los asegurados.


Pese a recibir entre 9 mil y 12 mil citas diarias, Essalud actualmente considera que esto es insuficiente para atender las necesidades de la población, por lo que ha previsto contratar más médicos para reducir la brecha de atenciones, ya que debido a que solo existe un área de emergencia en toda la red en Tacna esta suele congestionarse con frecuencia


El gerente de la Red Asistencial Tacna de Essalud hizo un llamado a la población para que utilice de forma correcta los servicios, ya que muchos de los casos que reciben en el área de emergencia de Calana están dentro de la categoría de urgencias (resfrío, fiebre, malestar general), por lo que pueden ser atendidos en los establecimientos del primer nivel tanto en la zona urbana (Metropolitano, Oscar Fernández Dávila, Luis Palza Levano) como en la zona rural (Ite, Ilabaya, Locumba y Tarata).",TACNA,2024-09-13 07:59:13
32,Tacna: Santuario de Locumba espera recibir más de 120 mil devotos,2024-09-12 18:59:13,"Más de 120 mil devotos espera recibir el santuario del Señor de Locumba durante su festividad religiosa, que se celebra esta semana en el distrito del mismo nombre,  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/4-A-1-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/tacna-santuario-de-locumba-espera-recibir-mas-de-120-mil-devotos/,"Desde el 1 de setiembre se desarrolla programa de festividad.
 








Más de 120 mil devotos espera recibir el santuario del Señor de Locumba durante su festividad religiosa, que se celebra esta semana en el distrito del mismo nombre, en la provincia Jorge Basadre, afirmó el obispo de Tacna y Moquegua, monseñor Marco Antonio Cortez Lara.


La festividad del Señor de Locumba contempla actividades que se iniciaron el domingo 1 de setiembre con la peregrinación desde el puente Camiara hasta el santuario, donde se celebró una misa. El programa incluye misas comunitarias durante todo el mes.


El día central se celebrará este sábado 14 de setiembre, iniciando con una misa de alba a las 06:00 horas, a las 10:00 horas una ceremonia cívica y protocolar en la plaza principal de Locumba y a las 11:00 horas se realizará la misa de fiesta a cargo de monseñor Marco Cortez Lara. Al concluir el acto litúrgico se desarrollará la procesión de la imagen del Señor de Locumba, que recorrerá diferentes calles del distrito.


En esta fecha se espera la participación de devotos provenientes de las cuatro provincias de la región, así como del norte de Chile, principalmente de Arica, Iquique y Antofagasta.


Por su parte, la Municipalidad Provincial de Jorge Basadre ha dispuesto el despliegue de 55 agentes de Seguridad Ciudadana para vigilar las calles de Locumba durante este mes. Asimismo, el día central 120 policías brindarán seguridad ante la espera de gran concurrencia de público.


PROGRAMA


Durante todo setiembre se celebran misas comunitarias en honor al Señor de Locumba, además de misas de la novena del 4 al 12 de setiembre.


El viernes 13 monseñor Félix Ramírez Barajas, obispo de la Diócesis de Málaga-Soata (Colombia), oficiará la santa misa de vísperas a las 22:00 horas. El domingo 15 de setiembre a las 11:00 horas habrá otra santa misa y procesión en la plaza del distrito a cargo del presbítero Edilberto Martínez Martínez.


El jueves 19 de setiembre a partir de las 10:00 horas estudiantes de primaria y secundaria de Locumba participarán en un concurso de dibujo y pintura. El 20 de setiembre a las 10:00 horas se realizará un concurso de alfombras institucionales, y a las 11:00 horas se oficiará una misa y se realizará una procesión.",TACNA,2024-09-13 07:59:14
33,Tacna: Accidente deja heridos a 5 trabajadores de la Municipalidad Distrital de Sama,2024-09-12 11:59:48,Tacna. Cinco trabajadores de la Municipalidad Distrital de Sama sobrevivieron de milagro este miércoles a un grave accidente que se produjo en el kilómetro 610 de la vía  ...,https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/Tacna-6-A-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/tacna-accidente-deja-heridos-a-5-trabajadores-de-la-municipalidad-distrital-de-sama/,"Tacna: Accidente deja heridos a 5 trabajadores de la Municipalidad Distrital de Sama
 








Tacna. Cinco trabajadores de la Municipalidad Distrital de Sama sobrevivieron de milagro este miércoles a un grave accidente que se produjo en el kilómetro 610 de la vía que conecta a Sama y Vila Vila.


La camioneta de placa H1V-863, que trasladaba a los servidores, despistó cerca de las 10:00 horas. Ellos se encontraban de camino a Vila Vila debido a que hoy el municipio iba a entregar una obra en el sector. Gracias al apoyo de los bomberos se logró el traslado de los heridos al servicio de emergencia del hospital Hipólito Unanue.


Entre los afectados se encuentran Juan Carlos Arias Valeriano (47), diagnosticado con politraumatismo e internado en el área de trauma shock; Gonzalo Lupaca Quispe (51), diagnosticado como policontuso por accidente de tránsito; Walter López Suárez también con el diagnóstico de policontuso por accidente de tránsito; Luis Gutiérrez, policontuso por accidente de tránsito con una herida punzo cortante y Ángel Raúl Ortigoso Paco, politraumatizado por accidente de tránsito. Familiares de este último herido, quien se encuentra delicado de salud, lamentaron que esperaron por más de dos horas la llegada de funcionarios del municipio.",POLICIALES,2024-09-13 07:59:49
34,Tacna: Sujetos atacan a cambista cuando se trasladaba en vehículo,2024-09-12 11:59:49,Tacna. Una cambista sufrió este miércoles el robo de 2 mil 700 soles cuando se trasladaba en el auto de su hijo junto con familiares. Cámaras de videovigilancia  ...,https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/Tacna-7-A-1-331x219.png,https://diariosinfronteras.com.pe/2024/09/12/tacna-sujetos-atacan-a-cambista-cuando-se-trasladaba-en-vehiculo/,"Tacna: Sujetos atacan a cambista cuando se trasladaba en vehículo
 








Tacna. Una cambista sufrió este miércoles el robo de 2 mil 700 soles cuando se trasladaba en el auto de su hijo junto con familiares. Cámaras de videovigilancia de un negocio de la zona captaron el atraco, que se produjo a las 08:02 horas en la intersección de la avenida Pinto con la calle Hoyos Rubio.


En las imágenes, que rápidamente se viralizaron en redes sociales, se observa cómo  el auto donde se trasladaba la víctima se detiene detrás de un radiotaxi, cuando en ese momento aparece una camioneta Toyota Hilux para cerrarle el paso. El taxi deja el lugar, mientras que tres varones descienden del vehículo en pocos segundos para cometer el asalto y lanzar a una persona a la pista con violencia. 


Con la ayuda de armas de fuego amenazaron a sus víctimas y rompieron la luna de una de las ventanas del auto. El conductor de la camioneta giró con las puertas abiertas para esperar a los sujetos de mal vivir y huir de la zona raudamente. Cabe resaltar que el asalto se cometió en menos de un minuto.


La comisaría de La Natividad recibió la información del delito contra el patrimonio (robo agravado) en agravio de una mujer de  80 años de edad, quien opuso resistencia al asalto, por lo que recibió golpes en la cabeza para que suelte la cartera en la que llevaba el dinero fruto de su trabajo. De acuerdo a información policial, la banda de delincuentes habría realizado un seguimiento previo a la cambista antes de dar el certero golpe.",POLICIALES,2024-09-13 07:59:50
41,"Jorge Fossati en la cuerda floja, crecen rumores de reemplazo tras derrota ante Ecuador",2024-09-12 21:59:19,"A menos de un año de asumir el cargo como director técnico de la selección peruana, Jorge Fossati podría estar viviendo sus últimos días al frente del equipo. La derrota ante Ecuador en Quito,  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-7.14.52-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/jorge-fossati-en-la-cuerda-floja-crecen-rumores-de-reemplazo-tras-derrota-ante-ecuador/,"Jorge Fossati.
 










A menos de un año de asumir el cargo como 
director técnico
 de la selección peruana, 
Jorge Fossati
 podría estar viviendo sus últimos días al frente del equipo. La derrota ante 
Ecuador
 en Quito, con un marcador de 1-0, ha desatado críticas feroces de los aficionados, que cuestionan las decisiones del uruguayo, especialmente por dejar en la banca a jugadores clave como 
Joao Grimaldo y Oliver Sonne
. 
“Hoy el mayor rival de Perú no fue Ecuador, sino nuestro técnico soberbio”
, escribieron usuarios en redes sociales, destacando el malestar generalizado hacia Fossati.


El entrenador asumió el mando tras la salida de 
Juan Reynoso
, quien también fue duramente criticado por la mala racha del equipo en las 
Eliminatorias Sudamericanas
 rumbo al 
Mundial 2026
. Con Perú hundido en la parte baja de la 
tabla de posiciones
, la continuidad de Fossati depende ahora de los próximos partidos ante 
Uruguay y Brasil
, encuentros que el técnico deberá ganar para asegurar su permanencia.


Ante el descontento generalizado, varios nombres comenzaron a sonar como posibles reemplazos de Jorge Fossati. Entre los favoritos de los hinchas se mencionan al experimentado 
José Pékerman
, el brasileño 
Tite
 y el retorno del querido 
Ricardo Gareca
, quien llevó a Perú al Mundial de Rusia 2018 y goza de gran popularidad entre los aficionados. Sin embargo, el regreso de Gareca se percibe como complicado debido a la actual dirigencia de la 
Federación Peruana de Fútbol
, encabezada por 
Agustín Lozano.


En redes sociales, los comentarios de los hinchas son contundentes: “
Traigan a Pékerman o a Tite”, “Queremos a Gareca de vuelta”, “Podrían poner a Solano, él sabe las jugadas de Gareca”
, son algunas de las opiniones que se viralizaron tras la derrota en Quito. Los seguidores de la Bicolor piden un cambio urgente que devuelva la ilusión al equipo y los acerque nuevamente a la competencia mundialista.


La presión sobre Fossati no es poca, y el técnico uruguayo lo sabe. Tras la derrota en Ecuador, Fossati hizo un 
“mea culpa”
 y reconoció los errores en su estrategia, aunque esto no fue suficiente para calmar a los aficionados. Con encuentros cruciales ante Uruguay y Brasil en el horizonte, Fossati se juega su futuro al frente de la selección peruana.",DEPORTES,2024-09-13 07:59:20
42,Amenazan a tres jugadores de César Vallejo para manipular el resultado de partido,2024-09-12 15:59:42,El club deportivo Universidad César Vallejo (UCV) denuncia que tres jugadores fueron amenazados con el fin de manipular el resultado del partido contra Unión Comercio programado para el  ...,https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/459410859_18460709323005616_3284239952966293218_n-331x219.png,https://diariosinfronteras.com.pe/2024/09/12/amenazan-a-tres-jugadores-de-cesar-vallejo-para-manipular-el-resultado-de-partido/,"Amenazan a tres jugadores de César Vallejo para manipular el resultado de partido/UCV
 








El club deportivo Universidad César Vallejo (UCV) denuncia que tres jugadores fueron amenazados con el fin de manipular el resultado del partido contra Unión Comercio programado para el viernes.


A través de un comunicado, el club informó que las extorsiones fueron denunciadas ante la Policía y el caso también fue puesto en conocimiento de la Federación Peruana de Fútbol (FPF).


“Queremos garantizar la seguridad y bienestar de nuestros jugadores. Sin embargo, no nos dejaremos intimidar por estas acciones y el día del encuentro, saldremos con la determinación de ganar, porque Trujillo merece tener fútbol de primera”, precisó.",NACIONAL,2024-09-13 07:59:43
